Date;Suburb;Status;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Rainfall (mm);Evaporation (mm);Sunshine (hours);Speed of maximum wind gust (km/h)
2/22/24;Wanneroo;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,04;32.02.00;0;8,06;12,01;35
2/22/24;Eglinton;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,04;32.02.00;0;8,06;12,01;35
2/22/24;Yanchep;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,07;32.07.00;0;14,02;12,05;48
2/22/24;Wanneroo;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,04;32.02.00;0;8,06;12,01;35
2/29/24;Wanneroo;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;15,09;33.05.00;0;7,08;12;39
2/29/24;Nowergup;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;16,03;36.09.00;0;7,08;12;37
2/29/24;Neerabup;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;17;37;0;14,02;12;39
2/29/24;Karnup;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,01;37;0;7,08;12;41
2/29/24;Baldivis;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14,01;33.02.00;0;14,02;12,05;54
2/29/24;Rockingham;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,08;24.09.00;0;14,02;12,05;59
2/29/24;Karnup;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,01;37;0;7,08;12;41
2/29/24;Baldivis;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14,01;33.02.00;0;14,02;12,05;54
2/29/24;Rockingham;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,08;24.09.00;0;14,02;12,05;59
2/29/24;Wanneroo;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;15,09;33.05.00;0;7,08;12;39
2/29/24;Nowergup;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;16,03;36.09.00;0;7,08;12;37
2/29/24;Neerabup;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;17;37;0;14,02;12;39
2/29/24;Karnup;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,01;37;0;7,08;12;41
2/29/24;Baldivis;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14,01;33.02.00;0;14,02;12,05;54
2/29/24;Rockingham;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,08;24.09.00;0;14,02;12,05;59
2/29/24;Karnup;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,01;37;0;7,08;12;41
2/29/24;Baldivis;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;14,01;33.02.00;0;14,02;12,05;54
2/29/24;Rockingham;ADVICE;KARNUP and BALDIVIS;CITY OF ROCKINGHAM;17,08;24.09.00;0;14,02;12,05;59
2/29/24;Bertram;ADVICE;BERTRAM;CITY OF KWINANA;17,08;24.09.00;0;14,02;12,05;59
1/4/24;East Rockingham;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17,01;31.09.00;0;14,02;12,05;56
1/4/24;Rockingham;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17,01;31.09.00;0;14,02;12,05;56
1/18/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,02;26.08.00;0;10;11;35
1/18/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,02;26.08.00;0;10;11;35
12/5/23;Hamersley;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;16,08;28.03.00;0;8,04;9,04;39
12/5/23;Hamersley;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;16,08;28.03.00;0;8,04;9,04;39
12/26/23;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;21,01;28.03.00;0;10,06;9,05;41
12/26/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,02;28.06.00;0;10,06;9,05;33
12/26/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,02;28.06.00;0;10,06;9,05;33
12/26/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19,01;27.01.00;0;9,01;8,01;33
12/26/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;44
12/26/23;Mundaring;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;44
12/26/23;Parkerville;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;44
12/26/23;Jarrahdale;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20,02;28.06.00;0;10,06;9,05;33
12/26/23;Keysbrook;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17;27.05.00;0;14,02;12,05;33
12/26/23;Serpentine;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20,02;24.00.00;0;14,02;12,05;54
12/26/23;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;21,01;28.03.00;0;10,06;9,05;41
12/26/23;Jarrahdale;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20,02;28.06.00;0;10,06;9,05;33
12/26/23;Keysbrook;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17;27.05.00;0;14,02;12,05;33
12/26/23;Serpentine;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20,02;24.00.00;0;14,02;12,05;54
12/26/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,02;28.06.00;0;10,06;9,05;33
12/26/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,02;28.06.00;0;10,06;9,05;33
12/26/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19,01;27.01.00;0;9,01;8,01;33
12/26/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;44
12/26/23;Mundaring;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;44
12/26/23;Parkerville;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;19,07;28.06.00;0;14,02;12,05;44
2/6/24;Stratton;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,09;33.01.00;0;8,08;12,06;35
2/6/24;Middle Swan;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,09;33.01.00;0;8,08;12,06;35
2/6/24;Midvale;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,01;32.05.00;0;14,02;12,05;57
2/6/24;Stratton;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,09;33.01.00;0;8,08;12,06;35
2/6/24;Middle Swan;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,09;33.01.00;0;8,08;12,06;35
2/6/24;Midvale;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;15,01;32.05.00;0;14,02;12,05;57
2/13/24;Gosnells;ADVICE;MARTIN;CITY OF GOSNELLS;18,08;36.01.00;0;14,02;12,04;52
2/20/24;Bibra Lake;ADVICE;BIBRA LAKE;CITY OF COCKBURN;;40;0;11,04;12;31
1/9/24;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;17,04;33.04.00;0;12,04;13;48
1/16/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;43
1/16/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;43
1/16/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;43
1/16/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;43
1/16/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;43
1/16/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,07;38.03.00;0;9;13;43
1/23/24;Gnangara;ADVICE;MELALEUCA and LEXIA;CITY OF SWAN;16,06;27.07.00;0;9,04;13;39
1/23/24;Lexia;ADVICE;MELALEUCA and LEXIA;CITY OF SWAN;14;30;0;9,04;13;44
1/30/24;Southern River;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;17,01;36.03.00;0;14,02;12,09;48
12/6/23;Hamersley;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15;30.02.00;0;7,02;13,01;44
12/6/23;Postans;ADVICE;POSTANS;CITY OF KWINANA;15,01;01.02;0;7,02;13,01;48
12/6/23;Hamersley;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15;30.02.00;0;7,02;13,01;44
12/6/23;Postans;ADVICE;POSTANS;CITY OF KWINANA;15,01;01.02;0;7,02;13,01;48
12/6/23;Postans;ADVICE;POSTANS;CITY OF KWINANA;15,01;01.02;0;7,02;13,01;48
12/20/23;The Vines;ADVICE;THE VINES;CITY OF SWAN;20,01;37.05.00;0;14,02;11,03;70
12/27/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28.02.00;0;8,04;12,07;37
12/27/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28.02.00;0;8,04;12,07;37
12/27/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;27.01.00;0;7,01;11,01;37
12/27/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,06;28;0;14,02;12,05;50
12/27/23;Gosnells;ADVICE;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Champion Lakes;ADVICE;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Armadale;ADVICE;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Southern River;ADVICE;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28.02.00;0;8,04;12,07;37
12/27/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,09;28.02.00;0;8,04;12,07;37
12/27/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;27.01.00;0;7,01;11,01;37
12/27/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,06;28;0;14,02;12,05;50
12/27/23;Armadale;ADVICE;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;0;14,02;12,07;57
12/27/23;Roleystone;ADVICE;ROLEYSTONE;CITY OF ARMADALE;14,02;26.02.00;0;14,02;12,05;59
12/27/23;Armadale;ADVICE;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;0;14,02;12,07;57
12/27/23;Roleystone;ADVICE;ROLEYSTONE;CITY OF ARMADALE;14,02;26.02.00;0;14,02;12,05;59
12/27/23;Armadale;ADVICE;ROLEYSTONE;CITY OF ARMADALE;16;26.04.00;0;14,02;12,07;57
12/27/23;Roleystone;ADVICE;ROLEYSTONE;CITY OF ARMADALE;14,02;26.02.00;0;14,02;12,05;59
2/7/24;Stratton;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37.00.00;0;10,06;12,06;37
2/7/24;Middle Swan;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37.00.00;0;10,06;12,06;37
2/7/24;Midvale;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;16,07;37.00.00;0;14,02;12,05;69
2/7/24;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;18,06;37.02.00;0;14,02;12,06;52
2/7/24;Stratton;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37.00.00;0;10,06;12,06;37
2/7/24;Middle Swan;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,07;37.00.00;0;10,06;12,06;37
2/7/24;Midvale;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;16,07;37.00.00;0;14,02;12,05;69
2/7/24;Casuarina;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA;19,03;33.07.00;0;14,02;;44
2/7/24;Oldbury;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA;15,09;36.05.00;0;14,02;12,06;44
2/7/24;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;18,06;37.02.00;0;14,02;12,06;52
2/7/24;Casuarina;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA;19,03;33.07.00;0;14,02;;44
2/7/24;Oldbury;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA;15,09;36.05.00;0;14,02;12,06;44
2/14/24;Mundaring;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;15,03;36.08.00;0;14,02;12,05;63
2/14/24;Parkerville;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;15,03;36.08.00;0;14,02;12,05;63
2/21/24;Eglinton;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;19,02;28.02.00;0;9,06;9,07;33
2/21/24;Yanchep;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;17,01;31.03.00;0;14,02;12,05;46
2/21/24;Wanneroo;ADVICE;EGLINTON and YANCHEP;CITY OF WANNEROO;19,02;28.02.00;0;9,06;9,07;33
2/28/24;Wanneroo;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;17,03;30.03.00;0;8;7,03;35
2/28/24;Nowergup;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;16,02;32.02.00;0;8;7,03;31
2/28/24;Neerabup;ADVICE;NEERABUP and NOWERGUP;CITY OF WANNEROO;15,02;33.04.00;0;14,02;7,03;46
1/3/24;Forrestdale;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8,09;32;0;14,02;11,03;59
1/3/24;Champion Lakes;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18,09;32;0;14,02;11,03;59
1/3/24;Armadale;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19,05;26.03.00;0;14,02;9,08;35
1/3/24;Forrestdale;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8,09;32;0;14,02;11,03;59
1/3/24;Champion Lakes;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18,09;32;0;14,02;11,03;59
1/3/24;Armadale;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19,05;26.03.00;0;14,02;9,08;35
1/3/24;Forrestdale;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8,09;32;0;14,02;11,03;59
1/3/24;Champion Lakes;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18,09;32;0;14,02;11,03;59
1/3/24;Armadale;ADVICE;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19,05;26.03.00;0;14,02;9,08;35
1/17/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;23,04;31.02.00;0;12;12,06;31
1/17/24;Hamersley;ADVICE;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;23,04;31.02.00;0;12;12,06;31
1/12/24;Bayswater;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Bickley;SAFE;NULL;NULL;16,02;34.07.00;0;10;13;41
1/12/24;Clarkson;SAFE;NULL;NULL;19,07;38.03.00;0;10;13;57
1/12/24;Duncraig;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Glen Forrest;SAFE;NULL;NULL;17,09;36.04.00;0;10;13;70
1/12/24;Inglewood;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Kings Park;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Mardella;SAFE;NULL;NULL;19,03;37.01.00;0;10;13;52
1/12/24;North Lake;SAFE;NULL;NULL;19,03;37.01.00;0;10;13;52
1/12/24;Port Kennedy;SAFE;NULL;NULL;19,01;36.01.00;0;10;13;52
1/12/24;Singleton;SAFE;NULL;NULL;19,04;37.05.00;0;10;13;37
1/12/24;Westminster;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Beaconsfield;SAFE;NULL;NULL;19,04;36.06.00;0;10;13;44
1/12/24;Bicton;SAFE;NULL;NULL;19,04;36.06.00;0;10;13;44
1/12/24;Clifton Park;SAFE;NULL;NULL;19,04;37.05.00;0;10;13;37
1/12/24;East Cannington;SAFE;NULL;NULL;19,04;38;0;9,02;13;61
1/12/24;Greenwood;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Innaloo;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Leederville;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Marmion;SAFE;NULL;NULL;19,04;38;0;9,02;13;61
1/12/24;North Perth;SAFE;NULL;NULL;;37;0;9,02;13;35
1/12/24;Queens Park;SAFE;NULL;NULL;19,04;38;0;9,02;13;61
1/12/24;Tuart Hill;SAFE;NULL;NULL;19,03;37;0;9,02;13;35
1/12/24;Whitby;SAFE;NULL;NULL;19,03;37.01.00;0;10;13;52
1/22/24;Bayswater;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Bickley;SAFE;NULL;NULL;14,02;27.07.00;0;10;13;48
1/22/24;Clarkson;SAFE;NULL;NULL;15,01;31.04.00;0;10;13,01;48
1/22/24;Duncraig;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Glen Forrest;SAFE;NULL;NULL;16,05;30.04.00;0;10;13;54
1/22/24;Inglewood;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Kings Park;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Mardella;SAFE;NULL;NULL;13,01;28.05.00;0;10;13,01;46
1/22/24;North Lake;SAFE;NULL;NULL;13,01;28.05.00;0;10;13,01;46
1/22/24;Port Kennedy;SAFE;NULL;NULL;17,06;25.09.00;0;10;13;54
1/22/24;Singleton;SAFE;NULL;NULL;17,03;27.09.00;0;10;13;37
1/22/24;Westminster;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Beaconsfield;SAFE;NULL;NULL;17;27.02.00;0;10;13;41
1/22/24;Bicton;SAFE;NULL;NULL;17;27.02.00;0;10;13;41
1/22/24;Clifton Park;SAFE;NULL;NULL;17,03;27.09.00;0;10;13;37
1/22/24;East Cannington;SAFE;NULL;NULL;12,08;29.08.00;0;10,02;13,01;48
1/22/24;Greenwood;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Innaloo;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Leederville;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Marmion;SAFE;NULL;NULL;12,08;29.08.00;0;10,02;13,01;48
1/22/24;North Perth;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Queens Park;SAFE;NULL;NULL;17;27.02.00;0;10;13;41
1/22/24;Tuart Hill;SAFE;NULL;NULL;15,09;28;0;10,02;13,01;41
1/22/24;Whitby;SAFE;NULL;NULL;13,01;28.05.00;0;10;13,01;46
1/13/24;Bayswater;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Bickley;SAFE;NULL;NULL;19,04;38.04.00;0;10;13;50
1/13/24;Clarkson;SAFE;NULL;NULL;;42;0;10;11,03;52
1/13/24;Duncraig;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Glen Forrest;SAFE;NULL;NULL;20,09;40.04.00;0;10;13;72
1/13/24;Inglewood;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Kings Park;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Mardella;SAFE;NULL;NULL;23,06;40.04.00;1;10;11,03;44
1/13/24;North Lake;SAFE;NULL;NULL;23,06;40.04.00;1;10;11,03;44
1/13/24;Port Kennedy;SAFE;NULL;NULL;23,06;36.07.00;0;10;13;41
1/13/24;Singleton;SAFE;NULL;NULL;23,07;37.02.00;0;10;13;37
1/13/24;Westminster;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Beaconsfield;SAFE;NULL;NULL;23,03;39.05.00;11;10;13;48
1/13/24;Bicton;SAFE;NULL;NULL;23,03;39.05.00;11;10;13;48
1/13/24;Clifton Park;SAFE;NULL;NULL;23,07;37.02.00;0;10;13;37
1/13/24;East Cannington;SAFE;NULL;NULL;22,09;41.03.00;0;11;11,03;57
1/13/24;Greenwood;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Innaloo;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Leederville;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Marmion;SAFE;NULL;NULL;23,03;39.05.00;11;10;13;48
1/13/24;North Perth;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Queens Park;SAFE;NULL;NULL;22,09;41.03.00;0;11;11,03;57
1/13/24;Tuart Hill;SAFE;NULL;NULL;23,02;40.07.00;1;11;11,03;33
1/13/24;Whitby;SAFE;NULL;NULL;23,06;40.04.00;1;10;11,03;44
1/27/24;Bayswater;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Bickley;SAFE;NULL;NULL;13,08;33.04.00;0;10;13;43
1/27/24;Clarkson;SAFE;NULL;NULL;15,01;36.08.00;0;10;13;48
1/27/24;Duncraig;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Glen Forrest;SAFE;NULL;NULL;15,08;36.03.00;0;10;13;54
1/27/24;Inglewood;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Kings Park;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Mardella;SAFE;NULL;NULL;16,06;32.06.00;0;10;13;39
1/27/24;North Lake;SAFE;NULL;NULL;16,06;32.06.00;0;10;13;39
1/27/24;Port Kennedy;SAFE;NULL;NULL;17,07;28.06.00;0;10;13;43
1/27/24;Singleton;SAFE;NULL;NULL;17,09;30.07.00;0;10;13;33
1/27/24;Westminster;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Beaconsfield;SAFE;NULL;NULL;17,05;31.01.00;0;10;13;41
1/27/24;Bicton;SAFE;NULL;NULL;17,05;31.01.00;0;10;13;41
1/27/24;Clifton Park;SAFE;NULL;NULL;17,09;30.07.00;0;10;13;33
1/27/24;East Cannington;SAFE;NULL;NULL;16,05;35;0;8,04;13;39
1/27/24;Greenwood;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Innaloo;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Leederville;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Marmion;SAFE;NULL;NULL;17,05;31.01.00;0;10;13;41
1/27/24;North Perth;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Queens Park;SAFE;NULL;NULL;16,05;35;0;8,04;13;39
1/27/24;Tuart Hill;SAFE;NULL;NULL;17;34;0;8,04;13;33
1/27/24;Whitby;SAFE;NULL;NULL;16,06;32.06.00;0;10;13;39
1/28/24;Bayswater;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Bickley;SAFE;NULL;NULL;16;27.06.00;0;10;13;39
1/28/24;Clarkson;SAFE;NULL;NULL;13,06;29.09.00;0;10;12,01;44
1/28/24;Duncraig;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Glen Forrest;SAFE;NULL;NULL;17,05;29.03.00;0;10;13;46
1/28/24;Inglewood;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Kings Park;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Mardella;SAFE;NULL;NULL;13,03;28;0;10;12,01;44
1/28/24;North Lake;SAFE;NULL;NULL;13,03;28;0;10;12,01;44
1/28/24;Port Kennedy;SAFE;NULL;NULL;19,08;24.05.00;0;10;13;57
1/28/24;Singleton;SAFE;NULL;NULL;18,03;27.03.00;0;10;13;41
1/28/24;Westminster;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Beaconsfield;SAFE;NULL;NULL;19,03;25.09.00;0;10;13;43
1/28/24;Bicton;SAFE;NULL;NULL;19,03;25.09.00;0;10;13;43
1/28/24;Clifton Park;SAFE;NULL;NULL;18,03;27.03.00;0;10;13;41
1/28/24;East Cannington;SAFE;NULL;NULL;13,06;28.09.00;0;10;12,01;50
1/28/24;Greenwood;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Innaloo;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Leederville;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Marmion;SAFE;NULL;NULL;19,03;25.09.00;0;10;13;43
1/28/24;North Perth;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Queens Park;SAFE;NULL;NULL;13,06;28.09.00;0;10;12,01;50
